序号,行人记录ID,点位ID,完整地址,点位内人员序号,行为集群编号,社交状态,年龄,性别,姿态,具体行为（文本）,行为_观察,行为_光顾,行为_等待,行为_打卡,行为_社交,行为_争吵/纠纷,行为_饮食,行为_休憩,行为_避雨/遮阳,行为_工作,行为_娱乐,行为_运动,行为_照看,行为_整理,补充记录,记录时间
1,3b43311b-e5ff-430a-98ea-db46bc0f932c,5cb9828f-012b-41d6-901c-3c700ae1594a,上海市徐汇区天平路街道襄阳南路282号,1,,独立,老年,男,落座,休憩,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2026-08-30 08:41:21
