序号,行人记录ID,点位ID,完整地址,点位内人员序号,行为集群编号,社交状态,年龄,性别,姿态,具体行为（文本）,行为_观察,行为_光顾,行为_等待,行为_打卡,行为_社交,行为_争吵/纠纷,行为_饮食,行为_休憩,行为_避雨/遮阳,行为_工作,行为_娱乐,行为_运动,行为_照看,行为_整理,补充记录,记录时间
1,b049e199-1339-4fd8-a0df-9b234bc90414,81634e34-c33b-49c9-8677-4896f8ad877d,上海市徐汇区湖南路街道乌鲁木齐中路328号,1,,独立,中年,女,落座,观察；休憩,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,2026-08-31 04:31:14
