序号,行人记录ID,点位ID,完整地址,点位内人员序号,行为集群编号,社交状态,年龄,性别,姿态,具体行为（文本）,行为_观察,行为_光顾,行为_等待,行为_打卡,行为_社交,行为_争吵/纠纷,行为_饮食,行为_休憩,行为_避雨/遮阳,行为_工作,行为_娱乐,行为_运动,行为_照看,行为_整理,补充记录,记录时间
1,ba58718a-c813-4ffe-a89a-c0e2346a964a,89866290-8816-491e-bf20-7bfe522a6915,上海市徐汇区天平路街道建国西路258号,1,,独立,中年,男,站立/倚靠,休憩,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2026-09-01 08:45:51
2,15b8790f-52b0-44e1-8c4d-bc1534558ad4,89866290-8816-491e-bf20-7bfe522a6915,上海市徐汇区天平路街道建国西路258号,2,,独立,中年,男,站立/倚靠,休憩,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2026-09-01 08:46:14
