年龄混合度,活动丰富度,姿态丰富度,社交状态混合度,身份倾向混合度,混合度
0.4315602842833155,0.6754804281338034,0.0,0.9852281360342516,0.9790488458654948,0.6119352279591872
0.0,0.0,0.0,0.0,0.0,0.0
0.4315602842833155,0.7080833163221043,0.0,0.5916727785823274,0.796754219542621,0.4844747286552623
0.0,0.6570841492897952,0.0,0.6500224216483541,0.6686658150892998,0.3965714211071347
0.4591479170272447,0.0,0.0,0.0,0.924674425010252,0.2837009499782157
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3666364866985663,0.0,0.0,0.5275230968798514,0.17469778442608705
0.0,0.3666364866985663,0.0,0.0,0.9250156669295828,0.2673199340917343
0.0,0.0,0.0,0.0,0.5525455928479989,0.1287519930031853
0.0,0.5724215263110234,0.8631205685666311,0.0,0.5860133968795895,0.43274688778469866
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8338762850937339,0.1943065604243185
0.5,0.5579943697173448,0.0,0.0,0.990992501191544,0.38402543127038624
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.1653370598053885,0.038526189047148246
0.3821022532543101,0.0,0.5032583347756457,0.0,0.1978484833564584,0.2284575762210411
0.0,0.0,0.0,0.0,0.1653370598053885,0.038526189047148246
0.0,0.3666364866985663,0.0,0.0,0.7259289930319007,0.22092954318737112
0.6625056054120886,0.8681199263487396,0.9182958340544894,0.9182958340544894,0.910344682156174,0.8713425887111631
